Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Element Type","Temperature Range","Length - Lead Wire","Conductor Type","Terminal Type"
https://www.comet-america.com/pdf/SN200C,-,2283-SN200C-ND,SN200C,"Comet America, LP","PT1000TR160/C, TEMP PROBE  2 M",20,0,"40.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN201C,-,2283-SN201C-ND,SN201C,"Comet America, LP","PT1000TR160/C, TEMP PROBE  5 M",20,0,"45.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN104,-,2283-SN104-ND,SN104,"Comet America, LP","PT1000TG8/0, TEMPERATURE PROBE",20,0,"45.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/GD1250-1,-,2283-GD1250-1-ND,GD1250-1,"Comet America, LP",GD1250 THERMOCOUPLE ""K"" WIRE,20,0,"45.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN185C,-,2283-SN185C-ND,SN185C,"Comet America, LP","PT1000TGL40/0, TEMP PROBE, 1 M",20,0,"45.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN171,-,2283-SN171-ND,SN171,"Comet America, LP","200-80/E, AIR TEMPERATURE PROBE",20,0,"45.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/GD1250-1/0,-,2283-GD1250-1/0-ND,GD1250-1/0,"Comet America, LP",GD1250 THERMOCOUPLE ""K"" WIRE,20,0,"46.00000","0","1","-","*","Active","-","-","-","-","-"
https://dl.airtable.com/.attachments/514e205177b0fb61f09ff6100e55a282/f2338f4b/A6SeriesPage6.pdf,//media.digikey.com/Photos/Airtable/MFG_A6_series.jpg,2247-A6-5-ND,A6-5,Nanmac,"J, 1/4 X 1-1/4 SS304, GND,36FL",10,0,"47.79000","0","1","-","A6","Active","J - Type","482.22°C","3.000"" (76.20mm)","-","Exposed Lead Wires"
https://dl.airtable.com/.attachments/514e205177b0fb61f09ff6100e55a282/f2338f4b/A6SeriesPage6.pdf,//media.digikey.com/Photos/Airtable/MFG_A6_series.jpg,2247-A6-4-ND,A6-4,Nanmac,"J, 1/4 X 7/8 SS304, GND, 36FL",10,0,"47.84000","0","1","-","A6","Active","J - Type","482.22°C","3.000"" (76.20mm)","-","Exposed Lead Wires"
https://dl.airtable.com/.attachments/514e205177b0fb61f09ff6100e55a282/f2338f4b/A6SeriesPage6.pdf,//media.digikey.com/Photos/Airtable/MFG_A6_series.jpg,2247-A6-15-ND,A6-15,Nanmac,"K, 1/2 X 1-1/4 SS304, 36FL",10,0,"48.30000","0","1","-","A6","Active","K - Type","482.22°C","3.000"" (76.20mm)","-","Exposed Lead Wires"
https://dl.airtable.com/.attachments/514e205177b0fb61f09ff6100e55a282/f2338f4b/A6SeriesPage6.pdf,//media.digikey.com/Photos/Airtable/MFG_A6_series.jpg,2247-A6-14-ND,A6-14,Nanmac,"K, 3/8 X 7/8 SS304, GND, 36FL",10,0,"48.44000","0","1","-","A6","Active","K - Type","482.22°C","3.000"" (76.20mm)","-","Exposed Lead Wires"
https://dl.airtable.com/.attachments/514e205177b0fb61f09ff6100e55a282/f2338f4b/A6SeriesPage6.pdf,//media.digikey.com/Photos/Airtable/MFG_A6_series.jpg,2247-A6-13-ND,A6-13,Nanmac,"K, 1/4 X 5/8 SS304, GND, 36FL",10,0,"48.44000","0","1","-","A6","Active","K - Type","482.22°C","3.000"" (76.20mm)","-","Exposed Lead Wires"
https://dl.airtable.com/.attachments/514e205177b0fb61f09ff6100e55a282/f2338f4b/A6SeriesPage6.pdf,//media.digikey.com/Photos/Airtable/MFG_A6_series.jpg,2247-A6-10-ND,A6-10,Nanmac,"T, 1/2 X 1-1/4 WASHER, 36FL",10,0,"48.46000","0","1","-","A6","Active","T - Type","482.22°C","3.000"" (76.20mm)","-","Exposed Lead Wires"
https://dl.airtable.com/.attachments/514e205177b0fb61f09ff6100e55a282/f2338f4b/A6SeriesPage6.pdf,//media.digikey.com/Photos/Airtable/MFG_A6_series.jpg,2247-A6-8-ND,A6-8,Nanmac,"T, 1/4 X 5/8 SS304, GND, 36FL",10,0,"48.50000","0","1","-","A6","Active","T - Type","482.22°C","3.000"" (76.20mm)","-","Exposed Lead Wires"
https://dl.airtable.com/.attachments/514e205177b0fb61f09ff6100e55a282/f2338f4b/A6SeriesPage6.pdf,//media.digikey.com/Photos/Airtable/MFG_A6_series.jpg,2247-A6-9-ND,A6-9,Nanmac,"T, 3/8 X 7/8 SS304, 36FL",10,0,"48.50000","0","1","-","A6","Active","T - Type","482.22°C","3.000"" (76.20mm)","-","Exposed Lead Wires"
https://dl.airtable.com/.attachments/514e205177b0fb61f09ff6100e55a282/f2338f4b/A6SeriesPage6.pdf,//media.digikey.com/Photos/Airtable/MFG_A6_series.jpg,2247-A6-1-ND,A6-1,Nanmac,"J, 1/8 X 5/16 SS304, GND, 36FL",10,0,"48.71000","0","1","-","A6","Active","J - Type","482.22°C","3.000"" (76.20mm)","-","Exposed Lead Wires"
https://dl.airtable.com/.attachments/514e205177b0fb61f09ff6100e55a282/f2338f4b/A6SeriesPage6.pdf,//media.digikey.com/Photos/Airtable/MFG_A6_series.jpg,2247-A6-3-ND,A6-3,Nanmac,"J, 1/4 X 5/8 SS304, GND, 36FL",10,0,"48.84000","0","1","-","A6","Active","J - Type","482.22°C","3.000"" (76.20mm)","-","Exposed Lead Wires"
https://dl.airtable.com/.attachments/514e205177b0fb61f09ff6100e55a282/f2338f4b/A6SeriesPage6.pdf,//media.digikey.com/Photos/Airtable/MFG_A6_series.jpg,2247-A6-11-ND,A6-11,Nanmac,"K, 1/8 X 5/16 SS304, GND, 36FL",10,0,"49.33000","0","1","-","A6","Active","K - Type","482.22°C","3.000"" (76.20mm)","-","Exposed Lead Wires"
https://dl.airtable.com/.attachments/514e205177b0fb61f09ff6100e55a282/f2338f4b/A6SeriesPage6.pdf,//media.digikey.com/Photos/Airtable/MFG_A6_series.jpg,2247-A6-2-ND,A6-2,Nanmac,"J, 3/16 X 7/16 SS304, GND,36FL",10,0,"49.53000","0","1","-","A6","Active","J - Type","482.22°C","3.000"" (76.20mm)","-","Exposed Lead Wires"
https://www.comet-america.com/pdf/SN252,-,2283-SN252-ND,SN252,"Comet America, LP","ULTRA THIN PT1000TG3/0, W/O CON.",20,0,"50.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN199M,-,2283-SN199M-ND,SN199M,"Comet America, LP","PT1000TR160/M, TEMP PROBE  1 M",20,0,"50.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN104C,-,2283-SN104C-ND,SN104C,"Comet America, LP","PT1000TG8/C, TEMPERATURE PROBE",20,0,"50.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN202,-,2283-SN202-ND,SN202,"Comet America, LP","PT1000TR160/0, TEMP PROBE  10 M",20,0,"50.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN200M,-,2283-SN200M-ND,SN200M,"Comet America, LP","PT1000TR160/M, TEMP PROBE 2 M",20,0,"50.00000","0","1","-","*","Active","-","-","-","-","-"
https://dl.airtable.com/.attachments/514e205177b0fb61f09ff6100e55a282/f2338f4b/A6SeriesPage6.pdf,//media.digikey.com/Photos/Airtable/MFG_A6_series.jpg,2247-A6-12-ND,A6-12,Nanmac,"K, 3/16 X 7/16 SS304, GND,36FL",10,0,"50.13000","0","1","-","A6","Active","K - Type","482.22°C","3.000"" (76.20mm)","-","Exposed Lead Wires"
https://dl.airtable.com/.attachments/514e205177b0fb61f09ff6100e55a282/f2338f4b/A6SeriesPage6.pdf,//media.digikey.com/Photos/Airtable/MFG_A6_series.jpg,2247-A6-7-ND,A6-7,Nanmac,"T, 3/16 X 7/16 WASHER TC",10,0,"50.19000","0","1","-","A6","Active","T - Type","482.22°C","3.000"" (76.20mm)","-","Exposed Lead Wires"
https://www.comet-america.com/pdf/SN201M,-,2283-SN201M-ND,SN201M,"Comet America, LP","PT1000TR160/M, TEMP PROBE  5 M",20,0,"55.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN185M,-,2283-SN185M-ND,SN185M,"Comet America, LP","PT1000TGL40/M, TEMP PROBE, 1 M",20,0,"55.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN001C,-,2283-SN001C-ND,SN001C,"Comet America, LP","N1ATG8/C, TEMP.PROBE  NI1000 1 M",20,0,"55.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN202C,-,2283-SN202C-ND,SN202C,"Comet America, LP","PT1000TR160/C, TEMP PROBE  10 M",20,0,"55.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN200E,-,2283-SN200E-ND,SN200E,"Comet America, LP","PT1000TR160/E, TEMP PROBE  2 M",20,0,"55.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN199E,-,2283-SN199E-ND,SN199E,"Comet America, LP","PT1000TR160/E, TEMP PROBE  1 M",20,0,"55.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN203,-,2283-SN203-ND,SN203,"Comet America, LP","PT1000TR160/0, TEMP PROBE  15 M",20,0,"55.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN252C,-,2283-SN252C-ND,SN252C,"Comet America, LP","ULTRA THIN PT1000TG3/C, CINCH",20,0,"55.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN002C,-,2283-SN002C-ND,SN002C,"Comet America, LP","N1ATG8/C, TEMP.PROBE  NI1000 2 M",20,0,"60.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN201E,-,2283-SN201E-ND,SN201E,"Comet America, LP","PT1000TR160/E,TEMP PROBE 5 M",20,0,"60.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN185E,-,2283-SN185E-ND,SN185E,"Comet America, LP","PT1000TGL40/E, TEMP PROBE, 1 M",20,0,"60.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN215C,-,2283-SN215C-ND,SN215C,"Comet America, LP","DSTR162/C, DIGITAL TEMPERATURE",20,0,"60.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN104M,-,2283-SN104M-ND,SN104M,"Comet America, LP","PT1000TG8/M, TEMPERATURE PROBE",20,0,"60.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN203C,-,2283-SN203C-ND,SN203C,"Comet America, LP","PT1000TR160/C, TEMP PROBE  15 M",20,0,"60.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN202M,-,2283-SN202M-ND,SN202M,"Comet America, LP","PT1000TR160/M, TEMP PROBE 10 M",20,0,"65.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/DST/C,-,2283-DST/C-ND,DST/C,"Comet America, LP",TEMP.PROBE FOR P-LINE WEB SENSOR,20,0,"65.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN104E,-,2283-SN104E-ND,SN104E,"Comet America, LP","PT1000TG8/E, TEMPERATURE PROBE",20,0,"65.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN252M,-,2283-SN252M-ND,SN252M,"Comet America, LP","ULTRA THIN PT1000TG3/M, MINIDIN",20,0,"65.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN204,-,2283-SN204-ND,SN204,"Comet America, LP","PT1000TR160/0, TEMP PROBE  20 M",20,0,"65.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN202E,-,2283-SN202E-ND,SN202E,"Comet America, LP","PT1000TR160/E, TEMP PROBE  10 M",20,0,"70.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN189C,-,2283-SN189C-ND,SN189C,"Comet America, LP","DSTGL40/C, DIGITAL TEMPERATURE",20,0,"70.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN170,-,2283-SN170-ND,SN170,"Comet America, LP","PTS350A-2/0, TEMP PROBE  2 M",20,0,"70.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN203M,-,2283-SN203M-ND,SN203M,"Comet America, LP","PT1000TR160/M, TEMP PROBE  15 M",20,0,"70.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN164,-,2283-SN164-ND,SN164,"Comet America, LP","PT1000TG7/0, TEMPERATURE PROBE",20,0,"70.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN005C,-,2283-SN005C-ND,SN005C,"Comet America, LP","N1ATG8/C, TEMP.PROBE  NI1000 5 M",20,0,"70.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN232,-,2283-SN232-ND,SN232,"Comet America, LP","PT1000TG68/0, TEMP PROBE,2 M",20,0,"70.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN204C,-,2283-SN204C-ND,SN204C,"Comet America, LP","PT1000TR160/C,TEMP PROBE 20 M",20,0,"70.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN228C,-,2283-SN228C-ND,SN228C,"Comet America, LP","DSTG8/C, DIGITAL TEMPERATURE",20,0,"70.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN252E,-,2283-SN252E-ND,SN252E,"Comet America, LP","ULTRA THIN PT1000TG3/E, ELKA",20,0,"71.00000","0","1","-","*","Active","-","-","-","-","-"
https://dl.airtable.com/.attachments/b748535d6d9875ec00f8f546a3477cc3/a0e248bc/I6SeriesPage110.png,//media.digikey.com/Photos/Airtable/MFG_I6_series.jpg,2247-I6-25-12-ND,I6-25-12,Nanmac,"PT100, 3W, 1/4 X 12 SS304,36FL",10,0,"72.57000","0","1","-","I6","Active","Pt100","232.22°C","3.000"" (76.20mm)","3 Conductor System","Exposed Lead Wires"
https://dl.airtable.com/.attachments/b748535d6d9875ec00f8f546a3477cc3/a0e248bc/I6SeriesPage110.png,//media.digikey.com/Photos/Airtable/MFG_I6_series.jpg,2247-I6-27A-12-ND,I6-27A-12,Nanmac,"PT100, 3W, 1/8 X 12 SS304,36FL",10,0,"72.57000","0","1","-","I6","Active","Pt100","232.22°C","3.000"" (76.20mm)","3 Conductor System","Exposed Lead Wires"
https://dl.airtable.com/.attachments/b748535d6d9875ec00f8f546a3477cc3/a0e248bc/I6SeriesPage110.png,//media.digikey.com/Photos/Airtable/MFG_I6_series.jpg,2247-I6-25-18-ND,I6-25-18,Nanmac,"PT100, 3W, 1/4 X 18 SS304,36FL",10,0,"73.47000","0","1","-","I6","Active","Pt100","232.22°C","3.000"" (76.20mm)","3 Conductor System","Exposed Lead Wires"
https://dl.airtable.com/.attachments/b748535d6d9875ec00f8f546a3477cc3/a0e248bc/I6SeriesPage110.png,//media.digikey.com/Photos/Airtable/MFG_I6_series.jpg,2247-I6-27A-18-ND,I6-27A-18,Nanmac,"PT100, 3W, 1/8 X 18 SS304,36FL",10,0,"73.47000","0","1","-","I6","Active","Pt100","232.22°C","3.000"" (76.20mm)","3 Conductor System","Exposed Lead Wires"
https://dl.airtable.com/.attachments/b748535d6d9875ec00f8f546a3477cc3/a0e248bc/I6SeriesPage110.png,//media.digikey.com/Photos/Airtable/MFG_I6_series.jpg,2247-I6-27A-24-ND,I6-27A-24,Nanmac,"PT100, 3W, 1/8 X 24 SS304,36FL",10,0,"74.38000","0","1","-","I6","Active","Pt100","232.22°C","3.000"" (76.20mm)","3 Conductor System","Exposed Lead Wires"
https://dl.airtable.com/.attachments/b748535d6d9875ec00f8f546a3477cc3/a0e248bc/I6SeriesPage110.png,//media.digikey.com/Photos/Airtable/MFG_I6_series.jpg,2247-I6-25-24-ND,I6-25-24,Nanmac,"PT100, 3W, 1/4 X 24 SS304,36FL",10,0,"74.38000","0","1","-","I6","Active","Pt100","232.22°C","3.000"" (76.20mm)","3 Conductor System","Exposed Lead Wires"
https://www.comet-america.com/pdf/SN203E,-,2283-SN203E-ND,SN203E,"Comet America, LP","PT1000TR160/E, TEMP PROBE  15 M",20,0,"75.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN016C,-,2283-SN016C-ND,SN016C,"Comet America, LP","N1ATG7/C, TEMP.PROBE  NI1000 1 M",20,0,"75.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN164C,-,2283-SN164C-ND,SN164C,"Comet America, LP","PT1000TG7/C, TEMPERATURE PROBE",20,0,"75.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN017C,-,2283-SN017C-ND,SN017C,"Comet America, LP","N1ATG7/C, TEMP.PROBE  NI1000 2 M",20,0,"75.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN170C,-,2283-SN170C-ND,SN170C,"Comet America, LP","PTS350A-2/0, TEMP PROBE  2 M",20,0,"75.00000","0","1","-","*","Active","-","-","-","-","-"
https://dl.airtable.com/.attachments/514e205177b0fb61f09ff6100e55a282/f2338f4b/A6SeriesPage6.pdf,//media.digikey.com/Photos/Airtable/MFG_A6_series.jpg,2247-A6-6-ND,A6-6,Nanmac,"T, 1/8 X 5/16 WASHER TC",10,0,"79.38000","0","1","-","A6","Active","T - Type","482.22°C","3.000"" (76.20mm)","-","Exposed Lead Wires"
https://www.comet-america.com/pdf/SN182,-,2283-SN182-ND,SN182,"Comet America, LP","PTS350A-5/0, TEMP PROBE  5 M",20,0,"80.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN232C,-,2283-SN232C-ND,SN232C,"Comet America, LP","PT1000TG68/C, TEMP PROBE, 2 M",20,0,"80.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN168,-,2283-SN168-ND,SN168,"Comet America, LP","2301-220/0, TEMP.PROBE,  1 M",20,0,"80.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN170M,-,2283-SN170M-ND,SN170M,"Comet America, LP","PTS350A-2/M, TEMP PROBE  2 M",20,0,"85.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN164M,-,2283-SN164M-ND,SN164M,"Comet America, LP","PT1000TG7/M, TEMPERATURE PROBE",20,0,"85.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN061C,-,2283-SN061C-ND,SN061C,"Comet America, LP","304-220/C, TEMP.NI1000 1 M",20,0,"85.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN182C,-,2283-SN182C-ND,SN182C,"Comet America, LP","PTS350A-5/C, TEMP PROBE  5 M",20,0,"85.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN204E,-,2283-SN204E-ND,SN204E,"Comet America, LP","PT1000TR160/E,TEMP PROBE  20 M",20,0,"85.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN168C,-,2283-SN168C-ND,SN168C,"Comet America, LP","2301-220/C, TEMP PROBE, 1 M",20,0,"85.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN232M,-,2283-SN232M-ND,SN232M,"Comet America, LP","PT1000TG68/M, TEMP PROBE, 2 M",20,0,"85.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN233,-,2283-SN233-ND,SN233,"Comet America, LP","PT1000TG68/0, TEMP PROBE, 5 M",20,0,"85.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN164E,-,2283-SN164E-ND,SN164E,"Comet America, LP","PT1000TG7/E, TEMPERATURE PROBE",20,0,"90.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN233C,-,2283-SN233C-ND,SN233C,"Comet America, LP","PT1000TG68/C, TEMP PROBE,  5 M",20,0,"90.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN020C,-,2283-SN020C-ND,SN020C,"Comet America, LP","N1ATG7/C, TEMP.PROBE  NI1000 5 M",20,0,"90.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN010C,-,2283-SN010C-ND,SN010C,"Comet America, LP","N1ATG8/C, TEMP.PROBE  NI1000 10M",20,0,"90.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN170E,-,2283-SN170E-ND,SN170E,"Comet America, LP","PTS350A-2/0, TEMP PROBE  2 M",20,0,"90.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN182M,-,2283-SN182M-ND,SN182M,"Comet America, LP","PTS350A-5/M, TEMP PROBE 5 M",20,0,"95.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN232E,-,2283-SN232E-ND,SN232E,"Comet America, LP","PT1000TG68/E, TEMP PROBE, 2 M",20,0,"95.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN130,-,2283-SN130-ND,SN130,"Comet America, LP","031-60, SURFACE T- PROBE-NI1000",20,0,"95.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN168M,-,2283-SN168M-ND,SN168M,"Comet America, LP","2301-220/M, TEMP PROBE, 1 M",20,0,"95.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN183C,-,2283-SN183C-ND,SN183C,"Comet America, LP","PTS350A-10/C, TEMP PROBE 10 M",20,0,"100.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/CZ900,-,2283-CZ900-ND,CZ900,"Comet America, LP",CZ900 THERMOCOUPLE K NEEDLE,20,0,"100.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN182E,-,2283-SN182E-ND,SN182E,"Comet America, LP","PTS350A-5/E, TEMP PROBE  5 M",20,0,"100.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN030C,-,2283-SN030C-ND,SN030C,"Comet America, LP","N1ATG7/C, TEMP.PROBE  NI1000 15M",20,0,"100.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN233M,-,2283-SN233M-ND,SN233M,"Comet America, LP","PT1000TG68/M, TEMP PROBE, 5 M",20,0,"100.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/GT1150,-,2283-GT1150-ND,GT1150,"Comet America, LP",GT1150 THERMOCOUPLE ""K"",20,0,"100.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/CP500,-,2283-CP500-ND,CP500,"Comet America, LP",CP500 THERMOCOUPLE K SURFACE,20,0,"100.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN183,-,2283-SN183-ND,SN183,"Comet America, LP","PTS350A-10/0, TEMP PROBE  10 M",20,0,"100.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN168E,-,2283-SN168E-ND,SN168E,"Comet America, LP","2301-220/E, TEMP PROBE, 1 M",20,0,"100.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/CZ550,-,2283-CZ550-ND,CZ550,"Comet America, LP",CZ550 THERMOCOUPLE K SURFACE,20,0,"100.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN169,-,2283-SN169-ND,SN169,"Comet America, LP","2021-150/0, TEMP. PROBE, 1M",20,0,"105.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN233E,-,2283-SN233E-ND,SN233E,"Comet America, LP","PT1000TG68/E, TEMP PROBE,  5 M",20,0,"105.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN025C,-,2283-SN025C-ND,SN025C,"Comet America, LP","N1ATG7/C, TEMP.PROBE  NI1000 10M",20,0,"105.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN234,-,2283-SN234-ND,SN234,"Comet America, LP","PT1000TG68/0, TEMP PROBE,10 M",20,0,"105.00000","0","1","-","*","Active","-","-","-","-","-"
https://dl.airtable.com/.attachments/b748535d6d9875ec00f8f546a3477cc3/a0e248bc/I6SeriesPage110.png,//media.digikey.com/Photos/Airtable/MFG_I6_series.jpg,2247-I6-27C-12-ND,I6-27C-12,Nanmac,"PT100, 3W, 1/16 X 12 SS304, 36FL",10,0,"108.60000","0","1","-","I6","Active","Pt100","232.22°C","3.000"" (76.20mm)","3 Conductor System","Exposed Lead Wires"
https://www.comet-america.com/pdf/SN169C,-,2283-SN169C-ND,SN169C,"Comet America, LP","2021-150/C, TEMP. PROBE, 1M",20,0,"110.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN234C,-,2283-SN234C-ND,SN234C,"Comet America, LP","PT1000TG68/C, TEMP PROBE, 10 M",20,0,"110.00000","0","1","-","*","Active","-","-","-","-","-"
https://dl.airtable.com/.attachments/6c1b93b5211d644bb8051ce8044622cc/f3340fa5/I7SeriesPage111.png,//media.digikey.com/Photos/Airtable/MFG_I7_series.jpg,2247-I7-4-12-3WIRE-ND,I7-4-12-3WIRE,Nanmac,"PT100, 3W, 1/4 X 12 SS304, GP",10,0,"112.03000","0","1","-","I7","Active","Pt100","232.22°C","-","-","Exposed Terminals"
https://dl.airtable.com/.attachments/6c1b93b5211d644bb8051ce8044622cc/f3340fa5/I7SeriesPage111.png,//media.digikey.com/Photos/Airtable/MFG_I7_series.jpg,2247-I7-2-12-3WIRE-ND,I7-2-12-3WIRE,Nanmac,"PT100, 3W, 1/8 X 12 SS304, GP",10,0,"112.65000","0","1","-","I7","Active","Pt100","232.22°C","-","-","Exposed Terminals"
https://www.comet-america.com/pdf/SN247,-,2283-SN247-ND,SN247,"Comet America, LP","PT1000TR050S/0, TEMP PROBE 1 M",20,0,"115.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN175,-,2283-SN175-ND,SN175,"Comet America, LP","2034-220/0, TEMP. PROBE, 1M",20,0,"115.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN247C,-,2283-SN247C-ND,SN247C,"Comet America, LP","PT1000TR050S/C, TEMP PROBE  1 M",20,0,"115.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN183M,-,2283-SN183M-ND,SN183M,"Comet America, LP","PTS350A-10/M, TEMP PROBE 10 M",20,0,"115.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN169M,-,2283-SN169M-ND,SN169M,"Comet America, LP","2021-150/M, TEMP. PROBE, 1M",20,0,"120.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN175C,-,2283-SN175C-ND,SN175C,"Comet America, LP","2034-220/C, TEMP. PROBE, 1M",20,0,"120.00000","0","1","-","*","Active","-","-","-","-","-"
https://www.comet-america.com/pdf/SN183E,-,2283-SN183E-ND,SN183E,"Comet America, LP","PTS350A-10/E, TEMP PROBE  10 M",20,0,"120.00000","0","1","-","*","Active","-","-","-","-","-"
